mapillary_image_id,map_feature_id,all_linked_map_feature_ids,exact_mapillary_taxonomy_label,project_class,sequence_id,capture_timestamp_utc,captured_at_epoch_ms,contributor_id,contributor_name,latitude,longitude,geographic_evidence_india,city_search_area,source_reference,api_retrieval_timestamp_utc,taxonomy_mapping_confidence,independence_group_id,review_status,approved_photograph
614255394129578,224382813898307,224382813898307,regulatory--no-parking--g1,no_parking,RuL5JO4PhvSB10aF3wtsD9,2023-07-23T03:18:26+00:00,1690082306352,106388704931827,wireman,12.9750841,77.5903749,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=614255394129578,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00004,metadata_only_not_reviewed,no
619197930357974,224382787231643,224382787231643,regulatory--no-parking--g2,no_parking,RuL5JO4PhvSB10aF3wtsD9,2023-07-23T03:19:08+00:00,1690082348042,106388704931827,wireman,12.9754456,77.5901610,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=619197930357974,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00004,metadata_only_not_reviewed,no
638234191604684,224382787231643,224382787231643,regulatory--no-parking--g2,no_parking,RuL5JO4PhvSB10aF3wtsD9,2023-07-23T03:18:53+00:00,1690082333517,106388704931827,wireman,12.9753910,77.5901845,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=638234191604684,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00004,metadata_only_not_reviewed,no
662429982589949,3386281431682337,3386281431682337,regulatory--no-parking--g2,no_parking,pLQdcHBve2Z8Sb9hYrCw1V,2023-07-22T07:43:58+00:00,1690011838000,106388704931827,wireman,12.9746212,77.5911071,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=662429982589949,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00007,metadata_only_not_reviewed,no
718175397112554,347029754990979,347029754990979,regulatory--no-parking--g2,no_parking,JPw0BsGM4Hlqt23nb6gAUp,2024-02-29T03:35:56+00:00,1709177756175,1350542048985301,Rishav12345,20.2968670,85.8243147,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=718175397112554,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00009,metadata_only_not_reviewed,no
764310397780771,1202713840193546,1202713840193546,regulatory--no-parking--g2,no_parking,64e885fc-c94f-4686-9c90-fd6f34d0ad43,2018-05-27T11:13:41+00:00,1527419621055,109171661316235,abidandroid286,23.0225015,72.5721831,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=764310397780771,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00003,metadata_only_not_reviewed,no
809658039984348,806573556656764,806573556656764,regulatory--no-parking--g2,no_parking,OgskU0UmggfXLGL-BgDEMQ,2016-01-17T15:23:49+00:00,1453044229169,105307731704424,omnibus,12.9748357,77.5963779,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=809658039984348,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00017,metadata_only_not_reviewed,no
871154169158529,25687158680969473,25687158680969473,regulatory--no-parking--g2,no_parking,mY4LqoQGr9OspeXZgauc0y,2026-01-20T08:01:16+00:00,1768896076031,1390940191591088,Absawant,20.0021144,73.7860052,"Map feature coordinate returned inside curated Nashik, India search box",Nashik,https://www.mapillary.com/app/?pKey=871154169158529,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00005,metadata_only_not_reviewed,no
878279183727172,3931177493869798,3931177493869798,regulatory--no-parking--g2,no_parking,bXKuvW5Of2jLDEgTl0ncHq,2024-09-04T10:06:53+00:00,1725444413918,3569931696486659,skysign,23.0228834,72.5712120,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=878279183727172,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00010,metadata_only_not_reviewed,no
900357900535155,795298244427724,795298244427724,regulatory--no-parking--g2,no_parking,KqZGAkhgr0xLAa1blXLGvw,2016-01-17T15:18:18+00:00,1453043898841,105307731704424,omnibus,12.9745879,77.5964555,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=900357900535155,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00017,metadata_only_not_reviewed,no
930317219903352,873888692372283,873888692372283,regulatory--no-parking--g2,no_parking,sCFf0eah4yM835tDPcbNij,2026-04-01T04:35:29+00:00,1775018129008,1226028326356068,jegadeeshcumta,13.0811853,80.2728301,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=930317219903352,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00019,metadata_only_not_reviewed,no
946936488004428,1189171786712922,1189171786712922,regulatory--no-parking--g2,no_parking,5Jdjy9AWuoLENPaKXVFt4c,2026-01-31T11:07:14+00:00,1769857634757,721823490787050,Hakimuj,26.1396117,91.7405250,"Map feature coordinate returned inside curated Guwahati, India search box",Guwahati,https://www.mapillary.com/app/?pKey=946936488004428,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00002,metadata_only_not_reviewed,no
960768058002255,795298244427724,795298244427724,regulatory--no-parking--g2,no_parking,9WiQSPKGiyOcicqH97kXOw,2016-12-17T10:11:08+00:00,1481969468722,108469318050957,yogi,12.9746655,77.5963930,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=960768058002255,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00017,metadata_only_not_reviewed,no
986728165986292,224382843898304,224382843898304,regulatory--no-parking--g2,no_parking,RuL5JO4PhvSB10aF3wtsD9,2023-07-23T03:18:33+00:00,1690082313540,106388704931827,wireman,12.9751396,77.5903292,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=986728165986292,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00004,metadata_only_not_reviewed,no
1226328002610814,873888689038950,873888689038950,regulatory--stop--g1,stop,sCFf0eah4yM835tDPcbNij,2026-04-01T04:18:08+00:00,1775017088098,1226028326356068,jegadeeshcumta,13.0816407,80.2757701,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=1226328002610814,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00018,metadata_only_not_reviewed,no
1377856796201221,342309952131542,342309952131542,regulatory--stop--g1,stop,b8iIJ3TdeQRS2FtYjvnDXc,2024-02-29T03:36:40+00:00,1709177800134,107704211899757,TejashreePOD,20.2962563,85.8246155,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=1377856796201221,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00008,metadata_only_not_reviewed,no
1928060001169753,873888689038950,873888689038950,regulatory--stop--g1,stop,sCFf0eah4yM835tDPcbNij,2026-04-01T04:18:07+00:00,1775017087094,1226028326356068,jegadeeshcumta,13.0816527,80.2758318,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=1928060001169753,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00018,metadata_only_not_reviewed,no
193181629499593,438991063802757,438991063802757,regulatory--stop--g1,stop,PMo7KhJ3HSQOUNxTrmZCa6,2021-08-03T03:40:52+00:00,1627962052682,138886808313564,muruligowda,12.9675136,77.5949560,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=193181629499593,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00011,metadata_only_not_reviewed,no
1989734761752250,873888689038950,873888689038950,regulatory--stop--g1,stop,sCFf0eah4yM835tDPcbNij,2026-04-01T04:18:09+00:00,1775017089098,1226028326356068,jegadeeshcumta,13.0816300,80.2757085,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=1989734761752250,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00018,metadata_only_not_reviewed,no
215435054312379,482883380561287,482883380561287,regulatory--stop--g1,stop,y7mhlS82iZg4RYdcOUXbuo,2022-10-30T06:47:31+00:00,1667112451707,101864952355265,vjain93,20.2962216,85.8269160,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=215435054312379,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00012,metadata_only_not_reviewed,no
2300018650189083,342309952131542,342309952131542,regulatory--stop--g1,stop,b8iIJ3TdeQRS2FtYjvnDXc,2024-02-29T03:36:41+00:00,1709177801434,107704211899757,TejashreePOD,20.2961810,85.8246422,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=2300018650189083,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00008,metadata_only_not_reviewed,no
26259494597034824,873888689038950,873888689038950,regulatory--stop--g1,stop,sCFf0eah4yM835tDPcbNij,2026-04-01T04:18:10+00:00,1775017090094,1226028326356068,jegadeeshcumta,13.0816206,80.2756495,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=26259494597034824,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00018,metadata_only_not_reviewed,no
2644511782520861,438991063802757,438991063802757,regulatory--stop--g1,stop,PMo7KhJ3HSQOUNxTrmZCa6,2021-08-03T03:40:53+00:00,1627962053793,138886808313564,muruligowda,12.9674558,77.5949635,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=2644511782520861,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00011,metadata_only_not_reviewed,no
3457765924390639,873888689038950,873888689038950,regulatory--stop--g1,stop,sCFf0eah4yM835tDPcbNij,2026-04-01T04:18:11+00:00,1775017091095,1226028326356068,jegadeeshcumta,13.0816142,80.2755929,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=3457765924390639,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00018,metadata_only_not_reviewed,no
361536216756626,342309952131542,342309952131542,regulatory--stop--g1,stop,b8iIJ3TdeQRS2FtYjvnDXc,2024-02-29T03:36:37+00:00,1709177797175,107704211899757,TejashreePOD,20.2965001,85.8245346,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=361536216756626,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00008,metadata_only_not_reviewed,no
363965225109456,438991063802757,438991063802757,regulatory--stop--g1,stop,PMo7KhJ3HSQOUNxTrmZCa6,2021-08-03T03:40:54+00:00,1627962054641,138886808313564,muruligowda,12.9674132,77.5949682,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=363965225109456,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00011,metadata_only_not_reviewed,no
396461289652900,342309952131542,342309952131542,regulatory--stop--g1,stop,b8iIJ3TdeQRS2FtYjvnDXc,2024-02-29T03:36:43+00:00,1709177803338,107704211899757,TejashreePOD,20.2960433,85.8246943,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=396461289652900,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00008,metadata_only_not_reviewed,no
833679071092276,482883380561287,482883380561287,regulatory--stop--g1,stop,y7mhlS82iZg4RYdcOUXbuo,2022-10-30T06:47:30+00:00,1667112450604,101864952355265,vjain93,20.2962490,85.8269738,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=833679071092276,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00012,metadata_only_not_reviewed,no
931096011566658,342309952131542,342309952131542,regulatory--stop--g1,stop,b8iIJ3TdeQRS2FtYjvnDXc,2024-02-29T03:36:35+00:00,1709177795395,107704211899757,TejashreePOD,20.2966679,85.8244818,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=931096011566658,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00008,metadata_only_not_reviewed,no
